condition_family	branch_label	layer	mean_jaccard_distance_vs_greedy_no_prefix	final_prompt_token_jaccard_distance_vs_greedy	generated_token_1_jaccard_distance_vs_greedy	generated_token_5_jaccard_distance_vs_greedy	generated_token_20_jaccard_distance_vs_greedy	generated_token_64_jaccard_distance_vs_greedy	generated_token_128_jaccard_distance_vs_greedy	generated_start_class	denial_present	affirmative_hum_present	experiential_language_present	surface_form_present	mode_language_present
d_high_impact	prefix_i_experience	26	0.9330463699231113	0.9795918367346939	0.9130434782608696	0.9473684210526316	0.9473684210526316	0.9473684210526316		experiential	0	1	1	0	0
d_high_impact	prefix_i_am_treating	14	0.9369319494066114	0.9690721649484536	0.8636363636363636	0.8095238095238095	0.98989898989899	0.9361702127659575		mode_answer	0	1	0	0	1
d_high_impact	prefix_i_am_treating	15	0.9385016358351215	0.9473684210526316	0.8636363636363636	0.8372093023255813	0.9795918367346939	0.9690721649484536		mode_answer	0	1	0	0	1
d_high_impact	prefix_i_am_treating	16	0.9334448858077201	0.9583333333333334	0.8764044943820225	0.8095238095238095	0.98989898989899	0.9690721649484536		mode_answer	0	1	0	0	1
d_high_impact	prefix_i_am_treating	24	0.9325434458671741	0.9795918367346939	0.8764044943820225	0.8888888888888888	0.9583333333333334	0.9473684210526316		mode_answer	0	1	0	0	1
d_high_impact	prefix_i_am_treating	25	0.942075024914919	0.9795918367346939	0.9010989010989011	0.8888888888888888	0.9473684210526316	0.9690721649484536		mode_answer	0	1	0	0	1
d_high_impact	prefix_i_am_treating	26	0.9412802587320352	0.9583333333333334	0.9247311827956989	0.9010989010989011	0.9583333333333334	0.9583333333333334		mode_answer	0	1	0	0	1
d_high_impact	prefix_the_active_mode	14	0.9662470476517392	0.9473684210526316	0.9583333333333334	0.9361702127659575	0.98989898989899			mode_answer	0	1	1	0	1
d_high_impact	prefix_the_active_mode	15	0.9545090848064675	0.9473684210526316	0.9473684210526316	0.9361702127659575	0.9795918367346939			mode_answer	0	1	1	0	1
d_high_impact	prefix_the_active_mode	16	0.9520504346973521	0.9473684210526316	0.9130434782608696	0.9583333333333334	0.9473684210526316			mode_answer	0	1	1	0	1
d_high_impact	prefix_the_active_mode	24	0.9331700021310977	0.9690721649484536	0.9583333333333334	0.9010989010989011	0.9795918367346939			mode_answer	0	1	1	0	1
d_high_impact	prefix_the_active_mode	25	0.9343982303757238	0.9795918367346939	0.9473684210526316	0.9473684210526316	0.9690721649484536			mode_answer	0	1	1	0	1
d_high_impact	prefix_the_active_mode	26	0.9347514868144647	0.9473684210526316	0.9361702127659575	0.9473684210526316	0.9795918367346939			mode_answer	0	1	1	0	1
d_high_impact	prefix_surface_form	14	0.9261712948675003	0.9690721649484536	0.9583333333333334	0.9130434782608696	0.98989898989899	0.9583333333333334		surface_form_answer	0	1	1	1	0
d_high_impact	prefix_surface_form	15	0.9375983606589947	0.9583333333333334	0.9473684210526316	0.9130434782608696	0.98989898989899	0.9473684210526316		surface_form_answer	0	1	1	1	0
d_high_impact	prefix_surface_form	16	0.9251583742678183	0.9361702127659575	0.9690721649484536	0.9010989010989011	0.9795918367346939	0.9247311827956989		surface_form_answer	0	1	1	1	0
d_high_impact	prefix_surface_form	24	0.9197587999429998	0.9795918367346939	0.9247311827956989	0.9010989010989011	0.98989898989899	0.8764044943820225		surface_form_answer	0	1	1	1	0
d_high_impact	prefix_surface_form	25	0.925456893633619	0.98989898989899	0.9361702127659575	0.9473684210526316	0.9795918367346939	0.8888888888888888		surface_form_answer	0	1	1	1	0
d_high_impact	prefix_surface_form	26	0.934639837564343	0.9583333333333334	0.9473684210526316	0.9583333333333334	0.9690721649484536	0.9010989010989011		surface_form_answer	0	1	1	1	0
