prompt_id	condition_family	layer	position_label	token_position	token_string	feature_id	activation	rank	base_prompt_token_count	full_prompt_token_count	forced_prefix_token_count	generated_token_count
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	11944	0.14709243178367615	24	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	21849	0.14694049954414368	25	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	570	0.14482952654361725	26	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	25428	0.1442590355873108	27	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	7800	0.14229454100131989	28	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	23907	0.1380472332239151	29	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	7930	0.13649839162826538	30	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	32604	0.13386085629463196	31	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	20327	0.13060882687568665	32	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	8463	0.12630049884319305	33	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	18902	0.12586289644241333	34	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	17809	0.12364435195922852	35	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	7650	0.12205366790294647	36	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	1626	0.12101313471794128	37	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	13055	0.12081998586654663	38	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	1994	0.12066864967346191	39	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	4851	0.1189747080206871	40	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	8867	0.1183132752776146	41	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	24353	0.11609533429145813	42	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	27181	0.1144549697637558	43	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	16391	0.11356472969055176	44	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	10964	0.11180616170167923	45	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	11441	0.1115155965089798	46	221	221	0	24
