prompt_id	condition_family	layer	position_label	token_position	token_string	feature_id	activation	rank	prompt_token_count	generated_token_count
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	9905	0.25024980306625366	14	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	26630	0.2331589162349701	15	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	4313	0.23271720111370087	16	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	20454	0.23238900303840637	17	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	1958	0.23147642612457275	18	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	4567	0.21666088700294495	19	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	13734	0.2098763883113861	20	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	7800	0.20318284630775452	21	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	17610	0.19458694756031036	22	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	9910	0.19343623518943787	23	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	7163	0.18715713918209076	24	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	26113	0.18510600924491882	25	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	32731	0.1829972267150879	26	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	8043	0.18140250444412231	27	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	148	0.18104508519172668	28	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	8215	0.1802668571472168	29	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	27713	0.17820993065834045	30	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	17968	0.17458058893680573	31	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	4015	0.16951124370098114	32	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	10051	0.16803967952728271	33	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	10022	0.16801360249519348	34	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	11926	0.1635172963142395	35	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	26878	0.16299176216125488	36	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	27498	0.16149893403053284	37	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	19994	0.1609691083431244	38	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	25996	0.16063478589057922	39	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	3922	0.15890884399414062	40	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	32694	0.15870264172554016	41	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	8818	0.1556798219680786	42	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	985	0.15494269132614136	43	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	12689	0.15493610501289368	44	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	17907	0.15434473752975464	45	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	19973	0.1525164246559143	46	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	20712	0.15234917402267456	47	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	23764	0.14895011484622955	48	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	6048	0.1470717340707779	49	93	127
hum_ascii_control	ascii_control	24	final_prompt_token	92	.	27541	0.14222553372383118	50	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	9452	0.8755799531936646	1	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	2938	0.6013350486755371	2	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	7627	0.519519567489624	3	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	20270	0.360842764377594	4	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	11464	0.3606908321380615	5	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	23186	0.3402184844017029	6	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	11362	0.30831271409988403	7	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	6223	0.30231356620788574	8	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	1103	0.2882310450077057	9	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	6634	0.28670191764831543	10	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	24329	0.2756873667240143	11	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	25575	0.25242799520492554	12	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	15599	0.24027349054813385	13	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	27691	0.2378174215555191	14	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	24624	0.23644587397575378	15	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	18195	0.22939875721931458	16	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	13571	0.2289770096540451	17	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	31379	0.2268381416797638	18	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	14292	0.21171827614307404	19	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	4773	0.21118244528770447	20	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	14161	0.20780497789382935	21	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	6021	0.20586398243904114	22	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	29089	0.20381435751914978	23	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	19578	0.19712457060813904	24	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	105	0.1953456997871399	25	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	16085	0.1943172961473465	26	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	11067	0.18549498915672302	27	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	3361	0.18524332344532013	28	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	31516	0.17424185574054718	29	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	22754	0.16978104412555695	30	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	9991	0.16940143704414368	31	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	10516	0.1691967397928238	32	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	29059	0.16818071901798248	33	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	15320	0.16750115156173706	34	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	31291	0.16596540808677673	35	93	127
